session,trial,phrase,click_load,entry_rate,correction_rate,num_chars
1,0,1,8.0,2.5179227987195834,0.2222222222222222,5
1,0,2,4.8,4.63298404670916,0.0,7
2,0,1,3.5,4.015842229284333,0.0,4
3,0,1,4.2,4.7775074631668275,0.0,7
3,0,2,4.0,4.91615948273499,0.0,7
3,0,3,3.2,5.545335400448438,0.0,7
4,0,1,4.0,5.731304779267341,0.0,7
4,0,2,2.8,9.954621790086732,0.0,5
5,0,1,2.4,7.761103832512429,0.0,6
6,0,1,2.4,7.62616471410246,0.0,5
7,0,1,2.8,6.911796345207481,0.0,6
8,0,1,2.6,8.32036654515129,0.0,5
9,0,1,2.4,7.821371047611396,0.0,6
10,0,1,2.8,8.564184082543553,0.0,7
10,0,2,3.0,7.0610818613698,0.0,7
10,0,3,2.8,7.669176313850631,0.0,7
10,0,4,2.8,6.576260746453121,0.0,7
10,0,5,2.8,8.63251528341266,0.0,7
10,0,6,3.0,8.246372966618493,0.0,7
10,0,7,2.8,8.947065003144084,0.0,7
10,0,8,2.8,8.248150713060157,0.0,7
10,0,9,3.0,7.80844452890343,0.0,7
11,0,1,2.8,8.497844253327337,0.0,7
11,0,2,2.8,9.119918544265476,0.0,7
11,0,3,2.8,8.1457104560939,0.0,7
11,0,4,2.8,9.15047271975211,0.0,7
11,0,5,2.8,8.015298556724145,0.0,7
11,0,6,2.8,7.76595328256542,0.0,7
11,0,7,2.8,7.592741432812272,0.0,7
11,0,8,2.8,8.501351682712365,0.0,7
11,0,9,2.8,9.33640587579615,0.0,7
11,0,10,2.8,8.85583217126495,0.0,7
11,0,11,2.4,9.134625588827644,0.0,6
12,0,1,2.8,9.022736641890969,0.0,7
12,0,2,2.8,7.160449754225975,0.0,7
12,0,3,3.0,6.0259327147219,0.0,7
12,0,4,2.8,6.468774984861099,0.0,7
12,0,5,2.8,10.601467864472893,0.0,7
12,0,6,2.8,6.074205018088713,0.0,7
12,0,7,2.8,9.650477840408684,0.0,7
12,0,8,2.8,7.339909135042619,0.0,7
12,0,9,2.8,8.067560826583891,0.0,7
12,0,10,3.0,6.524158828684077,0.0,7
13,0,1,2.8,7.072552868730053,0.0,7
13,0,2,3.0,8.26202056703306,0.0,7
13,0,3,3.0,5.036484995500289,0.0,7
13,0,4,2.8,11.135158279204802,0.0,7
13,0,5,3.0,9.268706131522666,0.0,7
13,0,6,3.0,7.3526985597763534,0.0,7
13,0,7,3.4,7.015129181231193,0.0,7
13,0,8,3.2,7.844333699270235,0.0,7
13,0,9,3.0,4.889960318362642,0.0,7
13,0,10,3.2,6.1844065790680975,0.0,7
13,0,11,2.8,8.045069433822569,0.0,7
13,0,12,2.25,12.232379637907462,0.0,4
14,0,1,3.0,6.388884979974961,0.0,7
14,0,2,3.0,5.855801982337869,0.0,7
14,0,3,3.2,7.465815036835488,0.0,7
14,0,4,2.8,5.745929886312265,0.0,7
14,0,5,3.0,4.799267285228573,0.0,7
14,0,6,2.8,7.47449826575487,0.0,7
14,0,7,2.8,9.555569967562201,0.0,7
14,0,8,2.8,8.852611968838044,0.0,7
14,0,9,2.8,6.316961033206852,0.0,7
14,0,10,3.0,5.48716953321202,0.0,7
14,0,11,2.8,7.355923446457126,0.0,7
14,0,12,2.8,6.3725466589561,0.0,7
14,0,13,2.25,6.882193136979912,0.0,4
15,0,1,3.6,7.757037820934396,0.0,7
15,0,2,3.4,11.670038508286003,0.0,7
15,0,3,3.4,9.742766248565815,0.0,7
15,0,4,3.0,8.905089744855548,0.0,7
15,0,5,3.0,8.113822307729292,0.0,7
15,0,6,2.8,10.412069136349322,0.0,7
15,0,7,3.0,11.657967344393168,0.0,7
15,0,8,2.8,12.517224608982959,0.0,7
15,0,9,2.8,10.707044865451072,0.0,7
15,0,10,2.8,9.504907692660124,0.0,7
15,0,11,2.8,8.384338149053502,0.0,7
15,0,12,2.8,9.416075589043773,0.0,7
15,0,13,3.0,10.248711876990454,0.0,7
15,0,14,2.8,9.34635510274026,0.0,7
15,0,15,2.0,12.155569219617872,0.0,5
16,0,1,2.8,8.632424083564567,0.0,7
16,0,2,2.8,13.275771171170794,0.0,7
16,0,3,2.8,10.6402508420182,0.0,7
16,0,4,3.0,10.369087243061056,0.0,7
16,0,5,2.8,12.065773503898413,0.0,7
16,0,6,2.8,9.863076965388112,0.0,7
16,0,7,3.0,13.047693237348355,0.0,7
16,0,8,2.8,10.842298875067057,0.0,7
16,0,9,2.8,12.751547636909036,0.0,7
16,0,10,2.8,9.210551455649423,0.0,7
16,0,11,2.8,11.985796855771813,0.0,7
16,0,12,2.8,11.091736523057994,0.0,7
16,0,13,2.8,9.063225455536296,0.0,7
16,0,14,2.8,10.105379367017427,0.0,7
16,0,15,3.0,12.73588854523608,0.0,7
16,0,16,2.8,11.751205309824664,0.0,7
16,0,17,2.8,8.787312212614742,0.0,7
16,0,18,2.8,9.306240431534029,0.0,7
16,0,19,2.8,8.447113478803566,0.0,7
16,0,20,2.2,12.287126508210038,0.0,5
17,0,1,3.0,12.912025295651937,0.0,7
17,0,2,2.8,12.364020066726031,0.0,7
17,0,3,2.8,15.903883078031237,0.0,7
17,0,4,2.8,12.29593188819861,0.0,7
17,0,5,2.8,15.38898347775776,0.0,7
17,0,6,2.8,10.5954406471561,0.0,7
17,0,7,3.2,10.270154281492115,0.0,7
17,0,8,3.4,7.212758119119997,0.0,7
17,0,9,3.4,9.880655067223048,0.0,7
17,0,10,2.8,18.3153153185475,0.0,7
17,0,11,2.8,9.977407085720678,0.0,7
