session,trial,phrase,click_load,entry_rate,correction_rate,num_chars,gaze_scale
1,0,1,2.6,21.999551058104558,0.0,7,5.0
1,0,2,2.8,18.952289347827424,0.0,7,5.0
1,0,3,2.0,30.085547278010402,0.0,7,5.0
1,0,4,2.4,21.90366129736006,0.0,7,5.0
1,0,5,2.4,23.743919075369337,0.0,7,5.0
1,0,6,2.6,15.79091808801505,0.0,7,5.0
1,0,7,2.8,17.394763549196753,0.0,7,5.0
1,0,8,2.6,22.66684943987784,0.0,7,5.0
1,0,9,2.6,18.722851432830783,0.0,7,5.0
1,0,10,2.2,25.651476558697144,0.0,7,5.0
1,0,11,2.4,22.05103126007387,0.0,7,5.0
1,0,12,2.6,17.87424307191764,0.0,7,5.0
1,0,13,2.4,16.53296061927324,0.0,7,5.0
1,0,14,2.0,32.960813188070176,0.0,7,5.0
1,0,15,2.6,17.958985776916954,0.0,7,5.0
1,0,16,2.2,20.05628065964508,0.0,7,5.0
2,0,1,2.0,20.614480006078594,0.0,7,5.0
2,0,2,2.2,22.501259917106193,0.0,7,5.0
2,0,3,2.8,16.870340085104548,0.0,7,5.0
2,0,4,2.6,22.73616142228512,0.0,7,5.0
2,0,5,2.8,19.409459383863723,0.0,7,5.0
2,0,6,2.4,22.002104554382406,0.0,7,5.0
2,0,7,2.4,18.30769527731228,0.0,7,5.0
2,0,8,2.8,17.859243386355985,0.0,7,5.0
2,0,9,2.6,17.83662306303323,0.0,7,5.0
2,0,10,2.4,24.974687449049597,0.0,7,5.0
2,0,11,2.6,16.810276672488502,0.0,7,5.0
2,0,12,2.4,17.004024210828476,0.0,7,5.0
2,0,13,2.6,20.31293789692586,0.0,7,5.0
2,0,14,2.8,22.717960779217407,0.0,7,5.0
2,0,15,2.6,23.21905332435209,0.0,7,5.0
2,0,16,2.0,26.670363194798405,0.0,5,5.0
3,0,1,2.4,21.433201336670294,0.0,7,5.0
3,0,2,2.4,19.80245763808827,0.0,7,5.0
3,0,3,2.4,27.3270451419321,0.0,7,5.0
3,0,4,2.2,29.68547130676796,0.0,7,5.0
3,0,5,2.0,24.423643808944433,0.0,7,5.0
3,0,6,2.8,17.20142271597886,0.0,7,5.0
3,0,7,2.2,21.699252445318244,0.0,7,5.0
3,0,8,2.2,25.39457048616012,0.0,7,5.0
3,0,9,2.4,25.680313744263763,0.0,7,5.0
3,0,10,2.0,25.144254080566714,0.0,7,5.0
3,0,11,2.6,22.184795343890055,0.0,7,5.0
3,0,12,2.6,17.779523634596288,0.0,7,5.0
3,0,13,2.4,21.23451982464789,0.0,7,5.0
3,0,14,2.6,15.570887775425927,0.0,7,5.0
3,0,15,2.4,20.813916941318908,0.0,7,5.0
3,0,16,2.0,29.54820523344416,0.0,7,5.0
3,0,17,2.4,26.39655994558807,0.0,7,5.0
4,0,1,2.8,15.685746684628645,0.0,7,5.0
4,0,2,2.8,17.4303408314715,0.0,7,5.0
4,0,3,2.2,28.32653707427306,0.0,7,5.0
4,0,4,2.6,20.77172314033536,0.0,7,5.0
4,0,5,2.0,30.256442643152344,0.0,7,5.0
4,0,6,2.2,19.781021248170624,0.0,7,5.0
4,0,7,2.8,17.988667949613955,0.0,7,5.0
4,0,8,2.6,20.376027344416652,0.0,7,5.0
4,0,9,2.6,20.694492008266057,0.0,7,5.0
4,0,10,2.6,28.952855849573474,0.0,7,5.0
