session,trial,phrase,click_load,entry_rate,correction_rate,num_chars,num_clocks
1,0,1,3.0,13.475302575231865,0.0,7,7
1,0,2,2.8,14.88103336524865,0.0,7,7
1,0,3,2.8,12.521460135494562,0.0,7,7
1,0,4,2.4,11.547344241823165,0.0,7,7
1,0,5,2.2,12.802506999167186,0.0,7,7
1,0,6,2.4,13.562622544100714,0.0,7,7
1,0,7,1.8,14.732124411257658,0.0,7,7
1,0,8,1.4,21.126118758524388,0.0,7,7
1,0,9,1.4,14.882481197530785,0.0,7,7
1,0,10,1.4,27.333169365441343,0.0,7,7
1,0,11,1.4,31.232159787899803,0.0,7,7
1,0,12,1.4,18.365763529989565,0.0,7,7
1,0,13,1.4,21.45356685980759,0.0,7,7
1,0,14,1.4,26.466818879598407,0.0,7,7
1,0,15,1.4,25.37773693398295,0.0,7,7
1,0,16,1.4,22.338924142103952,0.0,7,7
1,0,17,1.4,39.25616158684697,0.0,7,7
1,0,18,1.4,23.65051499133314,0.0,7,7
1,0,19,1.4,27.814538845358776,0.0,7,7
1,0,20,1.4,24.1846026094438,0.0,7,7
1,0,21,1.4,21.23974944351176,0.0,7,7
1,0,22,1.4,21.818241924331847,0.0,7,7
1,0,23,1.4,36.04766466688242,0.0,7,7
1,0,24,1.4,19.180393816482397,0.0,7,7
1,0,25,1.4,29.01559632639283,0.0,7,7
1,0,26,1.4,27.279484529201746,0.0,7,7
1,0,27,1.4,18.581816635394624,0.0,7,7
1,0,28,1.4,24.53455717967424,0.0,7,7
1,0,29,1.4,35.19619837841995,0.0,7,7
1,0,30,1.4,19.930458603707596,0.0,7,7
1,0,31,1.4,19.095194267914955,0.0,7,7
1,0,32,1.4,20.933970555394147,0.0,7,7
1,0,33,1.4,17.829366548772498,0.0,7,7
1,0,34,1.6,22.306486570194732,0.0,7,7
1,0,35,1.8,18.128106774218043,0.0,7,7
1,0,36,1.6,16.268815463307064,0.0,7,7
1,0,37,1.6,16.500283447678935,0.0,7,7
1,0,38,2.0,12.83355438058165,0.0,7,7
2,0,1,1.6,29.951657855381946,0.0,7,7
2,0,2,1.4,20.80359596274575,0.0,7,7
2,0,3,1.4,21.009990839508998,0.0,7,7
2,0,4,1.4,32.4543239672481,0.0,7,7
2,0,5,1.8,28.30597172163189,0.0,7,7
2,0,6,1.8,14.970511108700428,0.0,7,7
2,0,7,1.8,17.59144237076871,0.0,7,7
2,0,8,1.6,17.184631108684123,0.0,7,7
2,0,9,1.6,18.322461632675537,0.0,7,7
2,0,10,1.4,27.374654847666086,0.0,7,7
2,0,11,1.4,16.811086950832916,0.0,7,7
2,0,12,1.4,24.500058899504555,0.0,7,7
2,0,13,1.6,22.72495043306913,0.0,7,7
2,0,14,1.6,18.957712284676454,0.0,7,7
2,0,15,1.8,16.338378173459706,0.0,7,7
2,0,16,1.6,16.112856275059304,0.0,7,7
2,0,17,1.4,31.450035263721958,0.0,7,7
2,0,18,1.6,21.734544731273346,0.0,7,7
2,0,19,1.4,24.09577957216235,0.0,7,7
2,0,20,1.6,17.291022756733227,0.0,7,7
2,0,21,1.4,32.560330820659786,0.0,7,7
2,0,22,1.4,23.74180864347809,0.0,7,7
2,0,23,1.4,26.41484351865409,0.0,7,7
2,0,24,1.4,21.99874857433799,0.0,7,7
2,0,25,1.4,25.48452046253525,0.0,7,7
2,0,26,1.4,26.512034496772202,0.0,7,7
2,0,27,1.4,20.67796785376116,0.0,7,7
2,0,28,1.4,18.03904734083472,0.0,7,7
2,0,29,1.6,20.518311509904528,0.0,7,7
2,0,30,2.0,15.934087061938145,0.0,7,7
2,0,31,1.4,27.40661605510981,0.0,7,7
2,0,32,1.6,18.113203171837803,0.0,7,7
2,0,33,1.4,29.294538120350488,0.0,7,7
2,0,34,1.4,41.66116752821837,0.0,7,7
2,0,35,1.4,26.49170070256806,0.0,7,7
2,0,36,1.4,24.125497955259576,0.0,7,7
2,0,37,1.4,21.31200532712498,0.0,7,7
2,0,38,1.4,15.546550512870642,0.0,7,7
2,0,39,1.4,14.891299093152108,0.0,7,7
2,0,40,1.6,14.809637518996704,0.0,7,7
2,0,41,1.4,44.87390296593722,0.0,7,7
3,0,1,1.4,19.749134927035083,0.0,7,7
3,0,2,1.6,18.255444619467305,0.0,7,7
3,0,3,1.6,17.80090270198408,0.0,7,7
3,0,4,1.4,19.53763032850065,0.0,7,7
3,0,5,1.4,26.3911499714462,0.0,7,7
3,0,6,1.4,40.914051083451305,0.0,7,7
3,0,7,1.4,16.58469895455852,0.0,7,7
3,0,8,1.4,15.082008110055202,0.0,7,7
3,0,9,1.4,18.28137173757233,0.0,7,7
3,0,10,1.4,17.834496583053166,0.0,7,7
3,0,11,1.4,14.764454989648241,0.0,7,7
3,0,12,1.4,23.30028149463147,0.0,7,7
3,0,13,1.4,16.229053079728068,0.0,7,7
3,0,14,1.6,19.6566456834811,0.0,7,7
3,0,15,1.4,29.180896025600227,0.0,7,7
3,0,16,1.4,15.332172092918043,0.0,7,7
3,0,17,1.4,33.69016206448351,0.0,7,7
3,0,18,1.6,21.916528735058435,0.0,7,7
3,0,19,1.4,25.762196255271796,0.0,7,7
3,0,20,1.4,19.17477453803388,0.0,7,7
3,0,21,1.4,37.96636369441294,0.0,7,7
3,0,22,1.4,19.64874444401786,0.0,7,7
3,0,23,1.8,17.383653769960247,0.125,7,7
3,0,24,1.4,24.742248845005417,0.0,7,7
3,0,25,1.4,19.928295944107294,0.0,7,7
3,0,26,1.4,46.95698053202581,0.0,7,7
3,0,27,1.6,14.799639572434911,0.0,7,7
3,0,28,1.4,19.45283603979549,0.0,7,7
3,0,29,1.4,25.773586131192673,0.0,7,7
3,0,30,1.6,23.327707346927923,0.0,7,7
3,0,31,1.4,15.913500279900036,0.0,7,7
3,0,32,1.4,29.88684262997609,0.0,7,7
3,0,33,1.4,26.79382460018943,0.0,7,7
3,0,34,1.4,22.24321714902677,0.0,7,7
3,0,35,1.4,23.89049274114103,0.0,7,7
3,0,36,1.4,22.54311006794569,0.0,7,7
3,0,37,1.4,22.670675809871817,0.0,7,7
3,0,38,1.6,23.8772110794602,0.0,7,7
3,0,39,1.6,24.014924678198938,0.0,7,7
3,0,40,1.4,15.319033691669382,0.0,7,7
3,0,41,1.4,19.834328100538052,0.0,7,7
3,0,42,1.4,20.627303170008037,0.0,7,7
3,0,43,1.4,21.42064678214872,0.0,7,7
1,1,1,2.6,14.976000858380022,0.0,7,7
1,1,2,2.6,13.028607595359828,0.0,7,7
1,1,3,2.4,15.439162145155848,0.0,7,7
1,1,4,1.6,20.905519397811574,0.0,7,7
1,1,5,1.8,14.119516052263624,0.0,7,7
1,1,6,1.6,17.013133000983327,0.0,7,7
1,1,7,1.6,26.884366801187028,0.0,7,7
1,1,8,1.6,19.176363962852683,0.0,7,7
1,1,9,1.4,23.755389389957,0.0,7,7
1,1,10,1.4,19.363801225368192,0.0,7,7
1,1,11,1.4,16.660179444990995,0.0,7,7
1,1,12,1.6,27.706358107829786,0.0,7,7
1,1,13,1.4,28.84052915764969,0.0,7,7
1,1,14,1.4,23.167048602541268,0.0,7,7
1,1,15,1.4,25.764698839124755,0.0,7,7
1,1,16,1.4,39.99159468244283,0.0,7,7
1,1,17,1.4,23.13669054211686,0.0,7,7
1,1,18,1.6,17.819073777248477,0.0,7,7
1,1,19,1.4,28.74659471552957,0.0,7,7
1,1,20,1.4,23.88238779745878,0.0,7,7
1,1,21,1.4,36.69476706157271,0.0,7,7
1,1,22,1.4,21.466768417455484,0.0,7,7
1,1,23,1.4,21.051431245947313,0.0,7,7
1,1,24,1.4,29.972519938750214,0.0,7,7
1,1,25,1.4,28.218896832543205,0.0,7,7
1,1,26,1.6,16.04784541112807,0.0,7,7
1,1,27,1.4,26.982224230368285,0.0,7,7
1,1,28,1.4,38.993811565533946,0.0,7,7
1,1,29,1.4,16.333914170651855,0.0,7,7
1,1,30,1.4,19.511117643613066,0.0,7,7
1,1,31,1.4,25.480734690451126,0.0,7,7
1,1,32,1.4,14.728521702225276,0.0,7,7
1,1,33,1.4,21.311858431884446,0.0,7,7
1,1,34,1.4,30.109060624295598,0.0,7,7
1,1,35,1.4,16.926095583092856,0.0,7,7
1,1,36,1.8,17.82636660290651,0.0,7,7
1,1,37,1.6,21.407767956598303,0.0,7,7
1,1,38,1.4,17.6131607387569,0.0,7,7
1,1,39,1.6,19.766913328129238,0.0,7,7
1,1,40,1.4,19.341856101594757,0.0,7,7
1,1,41,1.25,22.30049165335505,0.0,4,7
2,1,1,1.6,28.9589427983469,0.0,7,7
2,1,2,1.4,26.363319444123857,0.0,7,7
2,1,3,1.4,22.231919367696932,0.0,7,7
2,1,4,1.4,23.66434117140963,0.0,7,7
2,1,5,2.0,21.1655093701928,0.125,7,7
2,1,6,1.4,18.379119393171653,0.0,7,7
2,1,7,1.4,18.985351225919867,0.0,7,7
2,1,8,1.4,21.91584874896066,0.0,7,7
2,1,9,1.4,18.3035232491672,0.0,7,7
2,1,10,1.4,22.605052145768383,0.0,7,7
2,1,11,1.4,27.033094901289576,0.0,7,7
2,1,12,1.4,17.869583869566032,0.0,7,7
2,1,13,1.4,23.50107375285192,0.0,7,7
2,1,14,1.4,28.273978598621593,0.0,7,7
2,1,15,1.8,14.865547820887969,0.0,7,7
2,1,16,1.6,19.95405067489679,0.0,7,7
2,1,17,1.4,20.194442220606017,0.0,7,7
2,1,18,1.8,16.63694871773052,0.0,7,7
2,1,19,1.4,27.057476455664396,0.0,7,7
2,1,20,1.4,19.513549087187094,0.0,7,7
2,1,21,1.4,20.365371827018016,0.0,7,7
2,1,22,1.8,23.089486702500523,0.0,7,7
2,1,23,1.4,26.94944947540386,0.0,7,7
2,1,24,1.4,20.641183364553626,0.0,7,7
2,1,25,1.4,26.29714643268359,0.0,7,7
2,1,26,1.4,20.27800661975162,0.0,7,7
2,1,27,1.4,29.57879373985106,0.0,7,7
2,1,28,1.4,23.621445452023917,0.0,7,7
2,1,29,1.4,16.568079140122414,0.0,7,7
2,1,30,1.6,19.950069800018724,0.0,7,7
2,1,31,1.4,29.709968059915322,0.0,7,7
2,1,32,1.6,23.43379442648344,0.0,7,7
2,1,33,1.4,23.474603303819443,0.0,7,7
2,1,34,1.4,19.2620126473262,0.0,7,7
2,1,35,1.4,28.2600005959059,0.0,7,7
2,1,36,1.4,29.35668449802316,0.0,7,7
2,1,37,1.4,20.77481497817391,0.0,7,7
2,1,38,1.6,15.870265425294768,0.0,7,7
2,1,39,1.4,13.887433923656834,0.0,7,7
2,1,40,1.4,18.272463436062605,0.0,7,7
2,1,41,1.6,16.575635912253183,0.0,7,7
2,1,42,1.4,31.80582884553742,0.0,7,7
3,1,1,1.4,18.328722344063554,0.0,7,7
3,1,2,1.4,21.267816702153464,0.0,7,7
3,1,3,1.6,19.370532632716706,0.0,7,7
3,1,4,1.4,28.5878313307651,0.0,7,7
3,1,5,1.4,18.068539705063568,0.0,7,7
3,1,6,1.4,25.98266349753597,0.0,7,7
3,1,7,1.4,16.623094199244363,0.0,7,7
3,1,8,1.4,17.29642986582931,0.0,7,7
3,1,9,1.4,18.222705052056458,0.0,7,7
3,1,10,1.4,26.5574845050271,0.0,7,7
3,1,11,1.4,18.581196249228473,0.0,7,7
3,1,12,1.4,17.641821949034643,0.0,7,7
3,1,13,1.4,18.067506891457185,0.0,7,7
3,1,14,1.4,31.136510597101335,0.0,7,7
3,1,15,1.4,23.717051649861723,0.0,7,7
3,1,16,1.4,20.501016288027827,0.0,7,7
3,1,17,1.6,17.5387671845836,0.0,7,7
3,1,18,1.4,41.42836124448786,0.0,7,7
3,1,19,1.4,20.540902729324408,0.0,7,7
3,1,20,1.4,22.477522206935802,0.0,7,7
3,1,21,1.4,27.39710015607906,0.0,7,7
3,1,22,1.4,22.181287114006587,0.0,7,7
3,1,23,1.6,15.529656660113766,0.0,7,7
3,1,24,1.8,18.675121964031053,0.0,7,7
3,1,25,1.6,13.679697303621648,0.0,7,7
3,1,26,1.4,34.50574540579803,0.0,7,7
3,1,27,1.6,14.051603230261941,0.0,7,7
3,1,28,1.4,25.02424353728005,0.0,7,7
3,1,29,1.4,29.646450090709166,0.0,7,7
3,1,30,1.6,19.84577073962052,0.0,7,7
3,1,31,1.6,15.927462130892732,0.0,7,7
3,1,32,1.4,36.384121053485835,0.0,7,7
3,1,33,1.4,29.081886956657602,0.0,7,7
3,1,34,1.4,20.498143437783057,0.0,7,7
3,1,35,1.4,28.370880756916783,0.0,7,7
3,1,36,1.4,18.849961689758395,0.0,7,7
3,1,37,1.4,31.084729923423037,0.0,7,7
3,1,38,1.4,22.495778222844827,0.0,7,7
3,1,39,1.4,20.873995415211997,0.0,7,7
3,1,40,1.4,15.617795647598191,0.0,7,7
3,1,41,1.4,22.612489881340252,0.0,7,7
3,1,42,1.6,15.534722574501265,0.0,7,7
3,1,43,1.4,25.428248352746156,0.0,7,7
3,1,44,1.0,26.08123982727816,0.0,4,7
1,2,1,2.8,14.518874553978712,0.0,7,7
1,2,2,2.2,20.429416082122916,0.0,7,7
1,2,3,2.0,16.45471394058445,0.0,7,7
1,2,4,2.0,17.77682798321233,0.0,7,7
1,2,5,1.4,20.92957560221687,0.0,7,7
1,2,6,2.0,11.465385680875846,0.0,7,7
1,2,7,1.6,24.611180049107087,0.0,7,7
1,2,8,1.6,17.332107907555294,0.0,7,7
1,2,9,1.6,14.796711895543522,0.0,7,7
1,2,10,1.4,19.363801225368153,0.0,7,7
1,2,11,1.4,15.99678398347738,0.0,7,7
1,2,12,1.6,22.783040389609486,0.0,7,7
1,2,13,1.4,29.84023536965229,0.0,7,7
1,2,14,1.4,16.64133589583608,0.0,7,7
1,2,15,1.4,22.578949353750044,0.0,7,7
1,2,16,1.4,31.6024398670531,0.0,7,7
1,2,17,1.4,21.719069177501314,0.0,7,7
1,2,18,1.4,20.51381511162325,0.0,7,7
1,2,19,1.4,37.082044663303385,0.0,7,7
1,2,20,1.4,19.578069971465514,0.0,7,7
1,2,21,1.4,30.334855956479718,0.0,7,7
1,2,22,1.4,26.29524710570036,0.0,7,7
1,2,23,1.4,19.20862808204884,0.0,7,7
1,2,24,1.4,18.473857262566128,0.0,7,7
1,2,25,1.4,36.706397073584675,0.0,7,7
1,2,26,1.4,16.730766227684274,0.0,7,7
1,2,27,1.4,21.623283036168193,0.0,7,7
1,2,28,1.4,46.74977217967811,0.0,7,7
1,2,29,1.4,18.524694018465066,0.0,7,7
1,2,30,1.4,24.141397026508823,0.0,7,7
1,2,31,1.4,22.30107255598553,0.0,7,7
1,2,32,1.4,22.04488197141076,0.0,7,7
1,2,33,1.4,19.720081525848308,0.0,7,7
1,2,34,1.4,27.03966659350756,0.0,7,7
1,2,35,1.4,19.954839241576952,0.0,7,7
1,2,36,1.4,26.69418725477092,0.0,7,7
1,2,37,1.8,20.65470536713513,0.0,7,7
1,2,38,1.6,14.376350225942968,0.0,7,7
1,2,39,1.6,16.221836161372607,0.0,7,7
1,2,40,1.4,27.524692247746263,0.0,7,7
1,2,41,1.4,20.483578489982794,0.0,6,7
2,2,1,1.8,26.131271664521293,0.0,7,7
2,2,2,1.4,24.809368905842557,0.0,7,7
2,2,3,1.4,22.91885980432766,0.0,7,7
2,2,4,1.4,21.0938717669919,0.0,7,7
2,2,5,2.0,20.516181080143014,0.125,7,7
2,2,6,1.4,17.683294979520696,0.0,7,7
2,2,7,1.4,30.30818730432686,0.0,7,7
2,2,8,1.4,18.01326396408918,0.0,7,7
2,2,9,1.4,20.212795100589005,0.0,7,7
2,2,10,1.4,21.56365686599643,0.0,7,7
