session,trial,phrase,click_load,entry_rate,correction_rate,num_chars,num_clocks,win_diff
1,0,1,4.4,9.797117945432783,0.0,7,18,85
1,0,2,3.6,10.499043856326244,0.0,7,18,85
1,0,3,3.0,10.83416462083245,0.0,7,18,85
1,0,4,2.8,12.408487526322384,0.0,7,18,85
1,0,5,2.8,11.619690025477723,0.0,7,18,85
1,0,6,2.6,11.46304154875717,0.0,7,18,85
1,0,7,2.2,14.56067509352422,0.0,7,18,85
1,0,8,2.4,15.655019036421477,0.0,7,18,85
1,0,9,2.2,15.545948988340466,0.0,7,18,85
1,0,10,2.4,14.680995726783637,0.0,7,18,85
1,0,11,2.6,13.38769158716937,0.0,7,18,85
1,0,12,2.6,14.9999695759324,0.0,7,18,85
1,0,13,2.8,11.958241675905008,0.0,7,18,85
1,0,14,2.4,13.531289968708384,0.0,7,18,85
1,0,15,2.4,11.957957297864475,0.0,7,18,85
1,0,16,2.6,14.209051097079856,0.0,7,18,85
1,0,17,2.2,13.827512756870197,0.0,7,18,85
1,0,18,2.6,14.329433534410011,0.0,7,18,85
1,0,19,2.8,8.982076747736807,0.0,7,18,85
1,0,20,2.8,9.84387755927471,0.0,7,18,85
1,0,21,2.8,13.02967245964628,0.0,7,18,85
1,0,22,2.8,8.90789760736482,0.0,7,18,85
1,0,23,2.8,9.933935664882407,0.0,7,18,85
2,0,1,2.8,11.800386576460273,0.0,7,18,85
2,0,2,2.8,10.624908081705518,0.0,7,18,85
2,0,3,3.4,9.552862040334109,0.125,7,18,85
2,0,4,2.6,11.308590476752872,0.0,7,18,85
2,0,5,2.2,15.573428900659591,0.0,7,18,85
2,0,6,2.4,12.90507427905691,0.0,7,18,85
2,0,7,2.4,11.348148496778421,0.0,7,18,85
2,0,8,2.6,13.462497644525762,0.0,7,18,85
2,0,9,2.8,12.019654582634207,0.0,7,18,85
2,0,10,2.6,14.19063781034773,0.0,7,18,85
2,0,11,2.8,13.384229793509023,0.0,7,18,85
2,0,12,2.8,8.724410157483392,0.0,7,18,85
2,0,13,2.4,16.40342933570355,0.0,7,18,85
2,0,14,2.8,12.193436013830715,0.0,7,18,85
2,0,15,2.2,13.831356794138477,0.0,7,18,85
2,0,16,2.4,11.147565903164372,0.0,7,18,85
2,0,17,2.4,12.395784092142556,0.0,7,18,85
2,0,18,2.8,12.0929812696545,0.0,7,18,85
2,0,19,2.8,10.872602218240875,0.0,7,18,85
2,0,20,2.6,13.580938118313119,0.0,7,18,85
2,0,21,2.8,9.499658988059362,0.0,7,18,85
2,0,22,2.4,9.946515726900994,0.0,7,18,85
2,0,23,2.4,10.815312774841146,0.0,7,18,85
2,0,24,1.8,19.8697188253062,0.0,5,18,85
3,0,1,2.8,9.781617041364626,0.0,7,18,85
3,0,2,2.8,12.342010724959454,0.0,7,18,85
3,0,3,2.8,11.949959454190756,0.0,7,18,85
3,0,4,2.6,10.541192689850831,0.0,7,18,85
3,0,5,2.6,10.439587989351821,0.0,7,18,85
3,0,6,2.4,9.451872432683027,0.0,7,18,85
3,0,7,2.8,8.832155240061432,0.0,7,18,85
3,0,8,2.6,16.395073003108998,0.0,7,18,85
3,0,9,2.8,8.766015086030393,0.0,7,18,85
3,0,10,2.4,14.595137081037311,0.0,7,18,85
3,0,11,2.6,10.719737759860847,0.0,7,18,85
3,0,12,2.6,12.346415964474355,0.0,7,18,85
3,0,13,2.8,10.095661078603996,0.0,7,18,85
3,0,14,2.6,10.997164482329065,0.0,7,18,85
3,0,15,2.8,10.479932199301395,0.0,7,18,85
3,0,16,2.2,16.06815645830334,0.0,7,18,85
3,0,17,2.4,12.081602170318778,0.0,7,18,85
3,0,18,2.4,17.674116074026344,0.0,7,18,85
3,0,19,2.6,12.061867753079923,0.0,7,18,85
3,0,20,2.6,10.444607240981613,0.0,7,18,85
3,0,21,2.6,12.601726476237205,0.0,7,18,85
3,0,22,2.6,9.74193068050631,0.0,7,18,85
3,0,23,2.2,11.843752989220878,0.0,7,18,85
3,0,24,2.8,11.375385097299528,0.0,7,18,85
1,1,1,3.4,12.895092676588943,0.0,7,18,85
1,1,2,2.8,12.24426047299562,0.0,7,18,85
1,1,3,3.0,13.186133445657807,0.0,7,18,85
1,1,4,2.8,9.185637952194652,0.0,7,18,85
1,1,5,2.8,13.133347746719215,0.0,7,18,85
1,1,6,2.2,11.351542022082665,0.0,7,18,85
1,1,7,2.0,16.310349890019666,0.0,7,18,85
1,1,8,2.6,10.755644071187966,0.0,7,18,85
1,1,9,2.6,11.5522771878942,0.0,7,18,85
1,1,10,2.4,17.217493832997295,0.0,7,18,85
1,1,11,2.0,20.327156497758804,0.0,7,18,85
1,1,12,2.4,16.06122099204413,0.0,7,18,85
1,1,13,2.0,21.449965077692696,0.0,7,18,85
1,1,14,2.2,19.00977383526319,0.0,7,18,85
1,1,15,2.4,11.485645698400239,0.0,7,18,85
1,1,16,2.6,19.53363905959058,0.0,7,18,85
1,1,17,2.2,11.655203185415804,0.0,7,18,85
1,1,18,2.0,25.00563075694404,0.0,7,18,85
1,1,19,2.6,9.994460759831545,0.0,7,18,85
1,1,20,2.8,11.479315595802168,0.0,7,18,85
1,1,21,2.8,10.882527686522668,0.0,7,18,85
1,1,22,2.8,9.659466201340473,0.0,7,18,85
1,1,23,2.8,10.720186897154713,0.0,7,18,85
1,1,24,2.8,11.717188779701926,0.0,7,18,85
1,1,25,2.0,12.432576153700486,0.0,5,18,85
2,1,1,2.8,13.828038517437568,0.0,7,18,85
2,1,2,2.8,9.57679330212536,0.0,7,18,85
2,1,3,3.2,10.194822221000024,0.125,7,18,85
2,1,4,2.2,15.310097332513909,0.0,7,18,85
2,1,5,2.4,10.49941045670812,0.0,7,18,85
2,1,6,2.4,11.46820129517048,0.0,7,18,85
2,1,7,2.2,12.028086900709473,0.0,7,18,85
2,1,8,2.6,12.182008176449914,0.0,7,18,85
2,1,9,2.8,9.691556088227914,0.0,7,18,85
2,1,10,2.6,11.73286553260978,0.0,7,18,85
2,1,11,2.6,16.358373702661336,0.0,7,18,85
2,1,12,2.6,9.104727570602563,0.0,7,18,85
2,1,13,2.8,12.495923867698519,0.0,7,18,85
2,1,14,2.6,12.608935662437654,0.0,7,18,85
2,1,15,2.4,13.499823734507585,0.0,7,18,85
2,1,16,2.4,11.842265391985407,0.0,7,18,85
2,1,17,2.8,9.00560245231777,0.0,7,18,85
2,1,18,2.8,11.096793858406095,0.0,7,18,85
2,1,19,2.8,11.021244736427722,0.0,7,18,85
2,1,20,2.6,13.423177510985093,0.0,7,18,85
2,1,21,2.8,9.706919578287659,0.0,7,18,85
2,1,22,2.6,9.364548901286879,0.0,7,18,85
2,1,23,2.6,9.017944223179045,0.0,7,18,85
2,1,24,2.0,20.72383312088216,0.0,4,18,85
3,1,1,2.8,9.673322303595596,0.0,7,18,85
3,1,2,2.8,11.932660416170865,0.0,7,18,85
3,1,3,2.8,11.949959454190756,0.0,7,18,85
3,1,4,2.4,12.971052822950496,0.0,7,18,85
3,1,5,2.2,11.86920385995128,0.0,7,18,85
3,1,6,2.0,13.393434045827956,0.0,7,18,85
3,1,7,2.2,11.539313991701993,0.0,7,18,85
3,1,8,2.0,13.829639285719711,0.0,7,18,85
3,1,9,2.6,14.665296111254513,0.0,7,18,85
3,1,10,2.4,12.517520963672943,0.0,7,18,85
3,1,11,2.6,13.753161647914002,0.0,7,18,85
3,1,12,2.6,12.100864938979864,0.0,7,18,85
3,1,13,2.4,13.842354973428908,0.0,7,18,85
3,1,14,2.2,15.609829052188397,0.0,7,18,85
3,1,15,2.8,9.019721400797257,0.0,7,18,85
3,1,16,2.8,10.682916990936956,0.0,7,18,85
3,1,17,2.6,12.04432878069135,0.0,7,18,85
3,1,18,2.6,11.849516173158571,0.0,7,18,85
3,1,19,2.6,14.504356898851333,0.0,7,18,85
3,1,20,2.8,10.115212993898478,0.0,7,18,85
3,1,21,2.8,11.381805546655682,0.0,7,18,85
3,1,22,2.6,13.303800690974807,0.0,7,18,85
3,1,23,2.4,9.755649887477267,0.0,7,18,85
3,1,24,1.6,18.534256185789218,0.0,7,18,85
3,1,25,2.2,18.92150987651595,0.0,7,18,85
1,2,1,3.4,11.449541543253282,0.0,7,18,85
1,2,2,2.8,11.976573816979958,0.0,7,18,85
1,2,3,2.8,12.25414559501363,0.0,7,18,85
1,2,4,2.8,9.875760278254967,0.0,7,18,85
1,2,5,2.8,13.610209548878368,0.0,7,18,85
1,2,6,2.4,11.412537959996554,0.0,7,18,85
1,2,7,2.4,11.460459237576536,0.0,7,18,85
1,2,8,1.6,18.33397381673773,0.0,7,18,85
1,2,9,2.4,16.21692821241526,0.0,7,18,85
1,2,10,2.6,11.716170217133731,0.0,7,18,85
1,2,11,2.6,14.266488824546313,0.0,7,18,85
1,2,12,2.4,14.172514957113407,0.0,7,18,85
1,2,13,2.2,18.240899118063158,0.0,7,18,85
1,2,14,2.2,18.139697481907,0.0,7,18,85
1,2,15,2.4,10.800992361560713,0.0,7,18,85
1,2,16,2.2,23.984614434871506,0.0,7,18,85
1,2,17,2.6,13.217967165894725,0.0,7,18,85
1,2,18,2.4,14.497569263079185,0.0,7,18,85
1,2,19,2.6,12.665361829066171,0.0,7,18,85
1,2,20,2.6,10.636106107787096,0.0,7,18,85
1,2,21,2.8,9.857012173162351,0.0,7,18,85
1,2,22,2.8,14.197960233504391,0.0,7,18,85
1,2,23,2.8,9.916613743278107,0.0,7,18,85
1,2,24,2.8,10.005200453789007,0.0,7,18,85
1,2,25,2.0,13.269291217768334,0.0,4,18,85
2,2,1,2.8,12.080072112736678,0.0,7,18,85
2,2,2,2.8,9.713682611540266,0.0,7,18,85
2,2,3,2.8,15.308197698569105,0.0,7,18,85
2,2,4,2.8,8.856590642013236,0.0,7,18,85
2,2,5,2.6,11.269785972860662,0.0,7,18,85
2,2,6,2.2,14.839489972957963,0.0,7,18,85
2,2,7,2.4,10.887095362413953,0.0,7,18,85
2,2,8,3.0,11.124434449797237,0.125,7,18,85
2,2,9,2.4,12.637144297922234,0.0,7,18,85
2,2,10,2.6,11.616587612491045,0.0,7,18,85
2,2,11,2.0,19.17114989738849,0.0,7,18,85
2,2,12,2.6,9.458878110802427,0.0,7,18,85
2,2,13,2.6,14.02400498017225,0.0,7,18,85
2,2,14,2.2,16.172848278894346,0.0,7,18,85
2,2,15,2.8,11.53569602810366,0.0,7,18,85
2,2,16,2.4,13.205661666992402,0.0,7,18,85
2,2,17,2.6,9.76636912429185,0.0,7,18,85
2,2,18,2.6,12.76611057607696,0.0,7,18,85
2,2,19,2.8,10.646760946269652,0.0,7,18,85
2,2,20,2.6,12.51183875195686,0.0,7,18,85
2,2,21,2.8,11.065117481541632,0.0,7,18,85
2,2,22,2.4,11.826777002155756,0.0,7,18,85
2,2,23,2.4,9.642645494800174,0.0,7,18,85
2,2,24,2.4,12.18374972424491,0.0,7,18,85
3,2,1,2.8,10.03849221026793,0.0,7,18,85
3,2,2,2.8,10.391795813385002,0.0,7,18,85
3,2,3,2.8,11.063675819059483,0.0,7,18,85
3,2,4,2.6,11.622930892660936,0.0,7,18,85
3,2,5,2.8,9.336338051744393,0.0,7,18,85
3,2,6,2.6,8.495095246127146,0.0,7,18,85
3,2,7,2.2,13.01043833863978,0.0,7,18,85
