session,trial,phrase,click_load,entry_rate,correction_rate,num_chars,num_clocks
1,0,1,3.6,10.424266894173877,0.0,7,8
1,0,2,2.8,14.480379871060734,0.0,7,8
1,0,3,2.8,12.653550910727578,0.0,7,8
1,0,4,2.8,9.313408085561012,0.0,7,8
1,0,5,2.8,15.300929557848121,0.0,7,8
1,0,6,1.8,14.445074642962116,0.0,7,8
1,0,7,2.0,14.07242303787624,0.0,7,8
1,0,8,1.4,18.38871736572407,0.0,7,8
1,0,9,1.6,21.873360170088002,0.0,7,8
1,0,10,1.4,26.09313455352342,0.0,7,8
1,0,11,1.4,17.98212958033777,0.0,7,8
1,0,12,1.4,25.438407810968545,0.0,7,8
1,0,13,1.4,47.94648919358486,0.0,7,8
1,0,14,1.4,24.65103718543526,0.0,7,8
1,0,15,1.6,21.74060270031945,0.0,7,8
1,0,16,1.4,44.106077114530684,0.0,7,8
1,0,17,1.4,21.967067572095534,0.0,7,8
1,0,18,1.4,33.25248793765266,0.0,7,8
1,0,19,1.4,27.678610134843254,0.0,7,8
1,0,20,1.4,17.40355754213116,0.0,7,8
1,0,21,1.6,20.93261926281092,0.0,7,8
1,0,22,1.4,31.209385157206455,0.0,7,8
1,0,23,1.6,18.77021356429588,0.0,7,8
1,0,24,1.4,34.33756386260359,0.0,7,8
1,0,25,1.4,22.835924241317723,0.0,7,8
1,0,26,1.4,20.19927604965745,0.0,7,8
1,0,27,1.6,25.29494121057588,0.0,7,8
1,0,28,1.4,22.509162316873745,0.0,7,8
1,0,29,1.6,14.493411670722956,0.0,7,8
1,0,30,2.0,18.2519137927055,0.0,7,8
1,0,31,1.6,15.000980395480022,0.0,7,8
1,0,32,1.6,25.321824685754727,0.0,7,8
1,0,33,1.8,17.905274092636702,0.0,7,8
1,0,34,1.4,18.42077764129107,0.0,7,8
1,0,35,1.6,19.1391017912495,0.0,7,8
1,0,36,1.6,19.975416333723935,0.0,7,8
2,0,1,1.8,30.120696096746304,0.0,7,8
2,0,2,1.4,23.29732383731408,0.0,7,8
2,0,3,1.4,18.210350752773557,0.0,7,8
2,0,4,1.8,20.073316158177867,0.0,7,8
2,0,5,2.0,21.50960021795843,0.125,7,8
2,0,6,1.6,17.14175840123073,0.0,7,8
2,0,7,1.4,30.472107205555748,0.0,7,8
2,0,8,1.4,18.878609875805086,0.0,7,8
2,0,9,1.4,22.567727804917624,0.0,7,8
2,0,10,1.4,32.8473019584475,0.0,7,8
2,0,11,1.4,20.07499280796785,0.0,7,8
2,0,12,1.4,23.81209725959624,0.0,7,8
2,0,13,1.6,29.28739797997743,0.0,7,8
2,0,14,1.6,17.292215537582614,0.0,7,8
2,0,15,1.6,19.706720771711645,0.0,7,8
2,0,16,1.6,24.516791470252148,0.0,7,8
2,0,17,1.6,18.651063580130835,0.0,7,8
2,0,18,2.0,19.051713908467452,0.0,7,8
2,0,19,1.6,15.621974044387706,0.0,7,8
2,0,20,1.8,14.586088149542787,0.0,7,8
2,0,21,1.4,33.752193015225146,0.0,7,8
2,0,22,1.4,19.563047829799963,0.0,7,8
2,0,23,1.4,27.91176777135154,0.0,7,8
2,0,24,1.4,22.122355327656308,0.0,7,8
2,0,25,1.4,24.68732176299127,0.0,7,8
2,0,26,1.4,17.339248373626003,0.0,7,8
