session,trial,phrase,click_load,entry_rate,correction_rate,num_chars,num_clocks,win_diff
1,0,1,3.4,12.265182525716625,0.0,7,22.0,6.0
1,0,2,2.8,13.537035214970674,0.0,7,22.0,6.0
1,0,3,2.8,13.107063643317412,0.0,7,22.0,6.0
1,0,4,2.6,10.70799287084601,0.0,7,22.0,6.0
1,0,5,2.4,13.314450224012274,0.0,7,22.0,6.0
1,0,6,2.4,12.858751785961434,0.125,7,22.0,6.0
1,0,7,2.0,19.499263894534284,0.0,7,22.0,6.0
1,0,8,2.6,10.240908598152881,0.125,7,22.0,6.0
1,0,9,2.2,19.448869402308194,0.0,7,22.0,6.0
1,0,10,2.0,14.690645532346625,0.0,7,22.0,6.0
1,0,11,2.4,18.03816137902315,0.0,7,22.0,6.0
1,0,12,2.0,14.393713943717511,0.0,7,22.0,6.0
1,0,13,2.6,13.4632463880991,0.0,7,22.0,6.0
1,0,14,2.6,17.6884556939899,0.0,7,22.0,6.0
1,0,15,2.6,12.34281276758622,0.0,7,22.0,6.0
1,0,16,2.0,23.562999234730906,0.0,7,22.0,6.0
1,0,17,2.4,12.158138032581679,0.0,7,22.0,6.0
1,0,18,2.8,14.828647807786046,0.125,7,22.0,6.0
1,0,19,2.4,12.309853437798562,0.0,7,22.0,6.0
1,0,20,2.0,13.893016614902995,0.0,7,22.0,6.0
1,0,21,2.6,11.53060873544505,0.0,7,22.0,6.0
1,0,22,2.6,10.21303118568901,0.0,7,22.0,6.0
1,0,23,2.4,16.552158197196015,0.0,7,22.0,6.0
1,0,24,2.8,10.635909525982031,0.0,7,22.0,6.0
1,0,25,2.4,11.349579080225375,0.0,7,22.0,6.0
2,0,1,2.8,12.922334579915013,0.0,7,22.0,6.0
2,0,2,2.8,11.067098993297586,0.0,7,22.0,6.0
2,0,3,3.6,10.269611866536135,0.125,7,22.0,6.0
2,0,4,2.6,9.807307838326642,0.0,7,22.0,6.0
2,0,5,2.8,10.640804093143988,0.0,7,22.0,6.0
2,0,6,2.6,10.709564584037707,0.0,7,22.0,6.0
2,0,7,1.8,17.92550261139986,0.0,7,22.0,6.0
2,0,8,3.6,8.356011773024903,0.2222222222222222,7,22.0,6.0
2,0,9,2.4,16.225989458441056,0.0,7,22.0,6.0
2,0,10,2.0,15.974652386078235,0.0,7,22.0,6.0
2,0,11,3.0,9.6385270976626,0.125,7,22.0,6.0
2,0,12,3.8,9.137273796650467,0.3333333333333333,7,22.0,6.0
2,0,13,2.8,12.60032701325385,0.0,7,22.0,6.0
2,0,14,2.6,13.355313093004693,0.0,7,22.0,6.0
2,0,15,2.8,9.834852184162582,0.0,7,22.0,6.0
2,0,16,2.4,11.912898293987343,0.0,7,22.0,6.0
2,0,17,2.8,11.545125451313817,0.0,7,22.0,6.0
2,0,18,2.8,11.29423322933972,0.0,7,22.0,6.0
2,0,19,2.6,12.706290261564822,0.0,7,22.0,6.0
2,0,20,2.8,9.788528718286331,0.0,7,22.0,6.0
2,0,21,2.2,10.097404726721845,0.0,7,22.0,6.0
2,0,22,1.8,12.388543418606554,0.0,7,22.0,6.0
2,0,23,2.6,11.587654824727016,0.14285714285714285,6,22.0,6.0
3,0,1,2.8,9.493149097737682,0.0,7,22.0,6.0
3,0,2,2.4,13.795061851481783,0.0,7,22.0,6.0
3,0,3,3.2,10.125891314831168,0.125,7,22.0,6.0
3,0,4,2.8,9.653643528607097,0.0,7,22.0,6.0
3,0,5,2.0,14.798413151847363,0.0,7,22.0,6.0
3,0,6,2.8,9.44867816537352,0.0,7,22.0,6.0
3,0,7,2.8,9.92097963985413,0.0,7,22.0,6.0
3,0,8,2.6,15.72080713304503,0.0,7,22.0,6.0
3,0,9,2.8,9.681873997580647,0.0,7,22.0,6.0
3,0,10,2.8,11.775712480000943,0.0,7,22.0,6.0
3,0,11,2.8,12.39739623612816,0.0,7,22.0,6.0
3,0,12,2.8,9.20961610369277,0.0,7,22.0,6.0
3,0,13,2.4,12.647344079957794,0.0,7,22.0,6.0
3,0,14,2.8,12.239300605645347,0.0,7,22.0,6.0
3,0,15,2.6,9.823487222869433,0.0,7,22.0,6.0
3,0,16,2.8,14.501407992955894,0.0,7,22.0,6.0
3,0,17,2.8,11.14372699005223,0.0,7,22.0,6.0
3,0,18,2.6,14.134374769644314,0.0,7,22.0,6.0
3,0,19,2.8,12.21797567558918,0.0,7,22.0,6.0
3,0,20,2.2,16.65420684889305,0.0,7,22.0,6.0
3,0,21,2.2,13.243733200690745,0.0,7,22.0,6.0
3,0,22,3.0,8.532359128437905,0.125,7,22.0,6.0
3,0,23,2.8,11.589785627503664,0.125,7,22.0,6.0
3,0,24,1.4,17.15805252053883,0.0,5,22.0,6.0
1,1,1,2.8,14.87732293648067,0.0,7,22.0,6.0
1,1,2,2.8,12.93911576378808,0.0,7,22.0,6.0
1,1,3,2.8,12.04201999605935,0.0,7,22.0,6.0
1,1,4,2.8,10.373558595405633,0.0,7,22.0,6.0
1,1,5,2.6,11.184247310561855,0.0,7,22.0,6.0
1,1,6,2.6,12.46805393976435,0.125,7,22.0,6.0
1,1,7,2.0,16.690806915724508,0.0,7,22.0,6.0
1,1,8,2.0,13.113731762492826,0.0,7,22.0,6.0
1,1,9,2.6,13.600151943537757,0.0,7,22.0,6.0
1,1,10,2.0,13.188661643483677,0.0,7,22.0,6.0
1,1,11,1.8,18.916559752516726,0.0,7,22.0,6.0
1,1,12,2.4,13.344292712456333,0.0,7,22.0,6.0
1,1,13,2.4,17.88722559589139,0.0,7,22.0,6.0
1,1,14,2.8,15.71154660468787,0.125,7,22.0,6.0
1,1,15,2.6,15.018441796573637,0.0,7,22.0,6.0
1,1,16,2.4,14.912555263217264,0.0,7,22.0,6.0
1,1,17,2.2,13.107595633612227,0.0,7,22.0,6.0
1,1,18,3.2,14.822779364939631,0.125,7,22.0,6.0
1,1,19,2.6,12.47072722063037,0.0,7,22.0,6.0
1,1,20,2.6,9.349476923207758,0.0,7,22.0,6.0
1,1,21,3.0,9.408859367388784,0.125,7,22.0,6.0
1,1,22,2.8,12.728468736050218,0.0,7,22.0,6.0
1,1,23,2.6,10.160817743415427,0.0,7,22.0,6.0
1,1,24,2.6,12.136909830358181,0.0,7,22.0,6.0
1,1,25,2.0,12.72128063736642,0.0,5,22.0,6.0
2,1,1,2.8,13.765792039842005,0.0,7,22.0,6.0
2,1,2,2.6,11.841756859471149,0.0,7,22.0,6.0
2,1,3,3.0,11.63458454533632,0.0,7,22.0,6.0
2,1,4,2.8,9.792484030451751,0.0,7,22.0,6.0
2,1,5,2.8,8.826572609015804,0.0,7,22.0,6.0
2,1,6,2.2,12.046475276878098,0.0,7,22.0,6.0
2,1,7,1.8,17.989210899546087,0.0,7,22.0,6.0
2,1,8,2.2,14.805358167424632,0.0,7,22.0,6.0
2,1,9,2.8,9.536371324497601,0.125,7,22.0,6.0
2,1,10,2.0,14.563857984943848,0.0,7,22.0,6.0
2,1,11,2.0,15.568032927264387,0.0,7,22.0,6.0
2,1,12,3.0,9.578149576491725,0.125,7,22.0,6.0
2,1,13,3.6,10.15609746369076,0.3333333333333333,7,22.0,6.0
2,1,14,2.4,14.42253933132983,0.0,7,22.0,6.0
2,1,15,2.6,11.892216642113471,0.0,7,22.0,6.0
2,1,16,2.6,12.035313996440621,0.0,7,22.0,6.0
2,1,17,2.8,9.555056574104835,0.0,7,22.0,6.0
2,1,18,2.8,11.109532868436728,0.0,7,22.0,6.0
2,1,19,2.8,10.902961611169356,0.0,7,22.0,6.0
2,1,20,2.8,11.543795531033647,0.0,7,22.0,6.0
2,1,21,2.8,10.295138694080526,0.0,7,22.0,6.0
2,1,22,1.8,15.141966218312517,0.0,7,22.0,6.0
2,1,23,2.0,12.260795065472433,0.0,7,22.0,6.0
2,1,24,2.2,11.964726995030764,0.0,7,22.0,6.0
3,1,1,2.6,9.838937061957468,0.0,7,22.0,6.0
3,1,2,2.6,13.931984783765756,0.0,7,22.0,6.0
3,1,3,2.8,10.873476717524436,0.0,7,22.0,6.0
3,1,4,2.6,10.200778771761332,0.0,7,22.0,6.0
3,1,5,2.6,10.925452810166172,0.0,7,22.0,6.0
3,1,6,2.8,9.248645813916442,0.0,7,22.0,6.0
3,1,7,2.8,9.041050493174245,0.0,7,22.0,6.0
3,1,8,2.8,12.86361355997692,0.0,7,22.0,6.0
3,1,9,2.8,9.624898929213114,0.0,7,22.0,6.0
3,1,10,2.2,17.38029472892954,0.0,7,22.0,6.0
3,1,11,2.6,12.596331018370323,0.0,7,22.0,6.0
3,1,12,2.8,13.725040055919544,0.0,7,22.0,6.0
3,1,13,2.6,11.839740310033896,0.0,7,22.0,6.0
3,1,14,2.8,12.110438001754313,0.0,7,22.0,6.0
3,1,15,2.8,9.33509774181465,0.0,7,22.0,6.0
3,1,16,2.6,15.097862835582305,0.0,7,22.0,6.0
3,1,17,2.8,10.773234237083072,0.0,7,22.0,6.0
3,1,18,2.6,12.792708783443384,0.0,7,22.0,6.0
3,1,19,2.6,11.025150530689324,0.0,7,22.0,6.0
3,1,20,1.6,15.73045977127731,0.0,7,22.0,6.0
3,1,21,2.2,17.654188371704365,0.0,7,22.0,6.0
3,1,22,2.8,9.550922156220635,0.125,7,22.0,6.0
3,1,23,2.4,11.595455372977302,0.0,7,22.0,6.0
3,1,24,3.0,10.077773506438566,0.125,7,22.0,6.0
1,2,1,2.8,15.21540306364915,0.0,7,22.0,6.0
1,2,2,2.8,15.151365595331978,0.0,7,22.0,6.0
1,2,3,2.6,12.731019486673775,0.0,7,22.0,6.0
1,2,4,2.4,12.409931107077504,0.0,7,22.0,6.0
1,2,5,2.6,9.778485962786585,0.0,7,22.0,6.0
1,2,6,2.0,15.954171371821849,0.0,7,22.0,6.0
1,2,7,2.2,13.167536345359146,0.0,7,22.0,6.0
1,2,8,1.8,15.779414828323103,0.0,7,22.0,6.0
